target,relevance,outcome,metallibs,perf,tracker_id,note
//max/kernels/test/gpu/memory:test_ldg_intrinsics.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_ldmatrix_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_load_cache.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_memory.mojo.test,generic,PASS,0,,,
//max/kernels/test/gpu/memory:test_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_semaphore_reduction.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_shared_mem_barrier.mojo.test,generic,NO_STATUS,0,,,
//max/kernels/test/gpu/memory:test_sharedmem_async_cp.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_tcgen05.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_tma.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_tma_block_reduce.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_tma_gather4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_tma_ops.mojo.test,generic,NO_STATUS,0,,,
//max/kernels/test/gpu/nn:attention/test_cluster_publish_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_dsmem_cluster_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_dsmem_dyncluster_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_sink.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d128_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d128_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d128_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d128_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d128_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d128_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d64_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d64_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d64_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d64_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d64_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_causal_d64_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p1.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d128_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d64_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d64_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d64_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d64_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_d64_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_chunked_sink_d64_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p1.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d128_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p1.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_null_d64_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p1.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d128_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d64_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d64_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d64_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d64_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swcausal_d64_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d128_p1.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d128_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d128_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d128_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d128_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d128_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d64_p10.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d64_p2.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d64_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d64_p6.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_1q_splitk_combine_swnoncausal_d64_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_materialized_mask.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_nonws_partial_v_pages.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d128_decode.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d128_prefill.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d128_tail_stress.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d256_decode.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d256_paged.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d256_prefill.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d512_decode.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d512_prefill.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_qkv_fp8_d64_prefill.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_bm32.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_bm32_multitile.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_bm32_splitk.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_bm32_splitk_p16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_bm32_splitk_p4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_bm32_splitk_p8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_mha_sm100_ws_layout_e_v_alignment.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:attention/test_naive_fa_decode_apple.mojo.test,generic,FAIL,47,,,
//max/kernels/test/gpu/nn:attention/test_naive_fa_decode_apple_sink.mojo.test,generic,VACUOUS,11,,,SKIP: Apple M5 required
//max/kernels/test/gpu/nn:probe_block_scan_metal.mojo.test,apple,PASS,2,,,
//max/kernels/test/gpu/nn:scout_tt_bounded_copy.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv3d.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv_dtypes_bfloat16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv_dtypes_float16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv_dtypes_float8_e4m3fn.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv_miopen.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv_residual.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_amd_4wave_conv_rt_hw.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_apple_fa_prefill.mojo.test,apple,FAIL,1281,,,
//max/kernels/test/gpu/nn:test_apple_fa_prefill_paged.mojo.test,generic,FAIL,577,,,
//max/kernels/test/gpu/nn:test_apple_fa_softmax_unit.mojo.test,apple,PASS,2,,,
//max/kernels/test/gpu/nn:test_apply_packed_bitmask.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_apply_qk_rms_norm.mojo.test,generic,PASS,5,,,
//max/kernels/test/gpu/nn:test_argmax_streaming_gpu.mojo.test,excluded,EXCLUDED,,,MOCO-2397,FIXME: MOCO-2397 — same argmax path as test_argmaxmin_gpu.mojo
//max/kernels/test/gpu/nn:test_argmaxmin_gpu.mojo.test,excluded,EXCLUDED,,,MOCO-2397,FIXME: MOCO-2397
//max/kernels/test/gpu/nn:test_argsort.mojo.test,excluded,EXCLUDED,,,MOCO-2366,FIXME: MOCO-2366
//max/kernels/test/gpu/nn:test_attn_res_mix.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_bicubic.mojo.test,disabled-everywhere,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_causal_padding_mask.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/nn:test_concat.mojo.test,excluded,EXCLUDED,,,MOCO-2411,FIXME: MOCO-2411 — segfaults on Apple GPU remote workers
//max/kernels/test/gpu/nn:test_concat_coverage.mojo.test,generic,PASS,10,,,
//max/kernels/test/gpu/nn:test_conv2d_im2col_apple.mojo.test,apple,PARTIAL,85,,,SKIP:
//max/kernels/test/gpu/nn:test_conv2d_sm100.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_conv3d_qslice_sm100.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_conv_gpu.mojo.test,generic,PASS,124,,,
//max/kernels/test/gpu/nn:test_conv_grouped.mojo.test,generic,FAIL,14,,,
//max/kernels/test/gpu/nn:test_conv_sm100_flux.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_conv_transposed_cudnn.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_cudnn_conv.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_flash_attention.mojo.test,excluded,EXCLUDED,,,MOCO-3049,FIXME: MOCO-3049
//max/kernels/test/gpu/nn:test_flash_attention_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_fp8_quantize_saturating.mojo.test,generic,PASS,2,,,
//max/kernels/test/gpu/nn:test_fused_qk_rms_norm_rope.mojo.test,generic,FAIL,14,,,
//max/kernels/test/gpu/nn:test_fused_qk_rope.mojo.test,excluded,EXCLUDED,,,MOCO-3104,FIXME: MOCO-3104
//max/kernels/test/gpu/nn:test_fused_qk_rope_ragged.mojo.test,excluded,EXCLUDED,,,MOCO-3104,FIXME: MOCO-3104
//max/kernels/test/gpu/nn:test_gather.mojo.test,generic,FAIL,0,,,
//max/kernels/test/gpu/nn:test_gather_nd.mojo.test,generic,PASS,27,,,
//max/kernels/test/gpu/nn:test_gather_nd_oob.mojo.test,excluded,EXCLUDED,,,MOCO-2366,FIXME: MOCO-2366
//max/kernels/test/gpu/nn:test_gemv_partial_norm.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_group_norm.mojo.test,excluded,EXCLUDED,,,MOCO-3587,FIXME: MOCO-3587 — Metal compilation failure
//max/kernels/test/gpu/nn:test_gumbel_argmax_from_probs.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_index_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_index_tensor.mojo.test,generic,FAIL,3,,,
//max/kernels/test/gpu/nn:test_irfft.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_layer_norm.mojo.test,generic,FAIL,30,,,
//max/kernels/test/gpu/nn:test_layer_norm_rope_ragged.mojo.test,excluded,EXCLUDED,,,KERN-3390,FIXME: KERN-3390
//max/kernels/test/gpu/nn:test_learnable_2d_interp_pos_emb.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_amd_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_amd_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_128.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_256.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_512.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_64.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_72.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_80.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_causal_mask_depth_96.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_chunked_causal_mask.mojo.test,excluded,EXCLUDED,,,KERN-3062,FIXME: KERN-3062 — flash attention numerically diverges on Metal
//max/kernels/test/gpu/nn:test_mha_chunked_mask.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/nn:test_mha_gemma4_global_decode_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_mask.mojo.test,excluded,EXCLUDED,,,KERN-2031,FIXME: KERN-2031
//max/kernels/test/gpu/nn:test_mha_operand_tma.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mha_sink_weights.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_mha_tile_scheduler.mojo.test,excluded,EXCLUDED,,,MOCO-2405,FIXME: MOCO-2405
//max/kernels/test/gpu/nn:test_miopen_conv.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_mla_decode_blockwise_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_config_stages.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_fp8_q_graph.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_kv_fp8.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/nn:test_mla_decode_kv_fp8_magnitude_stress.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_paged_variable_ps128.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_qkv_fp8.mojo.test,disabled-everywhere,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_qkv_fp8_per_token_scale_rope_aware.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_qkv_fp8_sliding_window.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_kv_bf16.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_kv_bf16_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_kv_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_kv_fp8_perf.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_kv_fp8_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_qkv_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_sparse_qkv_fp8_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_decode_split_policy.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_index_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_layout_g_mma_smoke.mojo.test,generic,VACUOUS,1,,,Skipping: this test requires B200 (SM100)
//max/kernels/test/gpu/nn:test_mla_prefill_blockscale_large_cache_ps256.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_blockscale_paged_ps128.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_blockscale_paged_ps16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_blockscale_paged_ps256.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_blockscale_paged_ps32.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_blockscale_paged_ps64.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_blockwise_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_generic_paged_ps128.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_generic_paged_ps16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_generic_paged_ps256.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_generic_paged_ps32.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_generic_paged_ps64.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_per_token_scale_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_per_token_scale_paged_ps128.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_per_token_scale_paged_ps16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_per_token_scale_paged_ps256.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_per_token_scale_paged_ps32.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_per_token_scale_paged_ps64.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_qkv_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_sparse.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_sparse_kv_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_sparse_qkv_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_vhead_repro_ps128.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_prefill_vhead_repro_ps64.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mla_sparse.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mma_ws_ts.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_mma_ws_ts_pv_m32.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_moe_indices.mojo.test,excluded,EXCLUDED,,,MOCO-2489,FIXME: MOCO-2489
//max/kernels/test/gpu/nn:test_padding_gpu.mojo.test,excluded,EXCLUDED,,,GEX-2562,FIXME: GEX-2562
//max/kernels/test/gpu/nn:test_pool_gpu.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_rms_norm.mojo.test,generic,FAIL,174,,,
//max/kernels/test/gpu/nn:test_rms_norm_fused_fp8.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/nn:test_rms_norm_fused_residual_add.mojo.test,excluded,EXCLUDED,,,KERN-2651,FIXME: KERN-2651 — Metal threadgroup memory limit (33032 > 32768)
//max/kernels/test/gpu/nn:test_rms_norm_rope.mojo.test,excluded,EXCLUDED,,,KERN-3390,"FIXME: KERN-3390 — Row rms_norm_rope writes all zeros on Metal, at every tier."
//max/kernels/test/gpu/nn:test_rope_ragged.mojo.test,disabled-everywhere,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_rope_ragged_position_ids.mojo.test,disabled-everywhere,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_rope_split_store.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_row_mean_of_squares.mojo.test,generic,PASS,22,,,
//max/kernels/test/gpu/nn:test_row_mean_of_squares_qk.mojo.test,generic,PASS,43,,,
//max/kernels/test/gpu/nn:test_scatter_nd.mojo.test,generic,PASS,40,,,
//max/kernels/test/gpu/nn:test_scatter_set_constant.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/nn:test_softmax.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/nn:test_sparse_indexer_common.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_spatial_merge.mojo.test,disabled-everywhere,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_topk_bitonic.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/nn:test_topk_gpu.mojo.test,excluded,EXCLUDED,,,,Apple GPU shared memory limit (32768) exceeded by second stage top-k kernel
//max/kernels/test/gpu/nn:test_topk_gpu_fi.mojo.test,excluded,EXCLUDED,,,KERN-3121,FIXME: KERN-3121 — topk_topp_sampling_from_prob samples out-of-top-K index on Metal
//max/kernels/test/gpu/nn:test_topk_nan_contract.mojo.test,generic,PASS,3,,,
//max/kernels/test/gpu/nn:test_topk_topp_degenerate_row.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/nn:test_topk_topp_masked_probs.mojo.test,excluded,EXCLUDED,,,,
