target,relevance,outcome,metallibs,perf,tracker_id,note
//max/kernels/test/gpu/layout:test_grouped_tensormap_update.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_index_tensor.mojo.test,generic,PASS,3,,,
//max/kernels/test/gpu/layout:test_layout_mma.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/layout:test_layout_tensor.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/layout:test_layout_tensor_copy.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/layout:test_layout_tensor_copy_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_layout_tensor_copy_nvidia.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_layout_tensor_indexlist_codegen.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_ldmatrix.mojo.test,foreign,NO_STATUS,,,KERN-1377,
//max/kernels/test/gpu/layout:test_managed_layout_tensor.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/layout:test_matmul.mojo.test,excluded,EXCLUDED,,,MOCO-2415,FIXME: MOCO-2415
//max/kernels/test/gpu/layout:test_new_layout_codegen.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_stmatrix.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_core_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_core_amd2.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_core_apple.mojo.test,apple,PASS,0,,,
//max/kernels/test/gpu/layout:test_tensor_core_mi300x.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_core_mi355x.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_core_nvidia.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_core_sm90.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tensor_gpu.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/layout:test_tensormap_replace_insts.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tile_io.mojo.test,excluded,EXCLUDED,,,KERN-2834,FIXME: KERN-2834
//max/kernels/test/gpu/layout:test_tile_io_copy.mojo.test,excluded,EXCLUDED,,,KERN-2834,FIXME: KERN-2834
//max/kernels/test/gpu/layout:test_tiled_matmul_gpu.mojo.test,foreign,NO_STATUS,,,KERN-1377,
//max/kernels/test/gpu/layout:test_tma_3d_async_copy.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_4d_async_copy.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_5d_async_copy.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_async.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_async_mc.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_mc_swizzle.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_swizzle.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_tma_swizzle_none_uint32_store.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_vectorize.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/layout:test_vendor_blas_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_wgmma.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_wgmma_e4m3_e5m2_layouts_f16.mojo.test,disabled-everywhere,NO_STATUS,,,KERN-1874,
//max/kernels/test/gpu/layout:test_wgmma_e4m3_e5m2_layouts_f32.mojo.test,disabled-everywhere,NO_STATUS,,,KERN-1874,
//max/kernels/test/gpu/layout:test_wgmma_int8_uint8_layouts.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_wgmma_layouts.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_wgmma_with_static_tuple_output_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/layout:test_wgmma_with_static_tuple_output_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:1_naive_sm100.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:2_tensor_core.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:3_swizzling.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:4_tma_stmatrix.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:5_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:6_2sm_pipelined.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:7_double_buf_writeout.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg/matmul_blackwell_iterative:8_clc_tmem_ping.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:_test_tma.mojo.test,disabled-everywhere,NO_STATUS,,,KERN-2276,
//max/kernels/test/gpu/linalg:test_4wave_epilogue.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_4wave_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_4wave_nonaligned.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_4wave_split_k.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_amd_matmul_asm.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_apple_fa_frag_reduce.mojo.test,generic,PASS,2,,,
//max/kernels/test/gpu/linalg:test_apple_fp4_matmul.mojo.test,apple,FAIL,13,,,
//max/kernels/test/gpu/linalg:test_apple_gpu_matmul.mojo.test,apple,FAIL,73,,,
//max/kernels/test/gpu/linalg:test_apple_int8_matmul.mojo.test,apple,FAIL,6,,,
//max/kernels/test/gpu/linalg:test_async_copy_wgmma.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_batched_matmul.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/linalg:test_batched_matmul_sm100_scaled.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_block_scaled_matmul_mxfp8_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_block_scaled_matmul_with_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_block_scaled_mma_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_block_scaled_mma_amd_asm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_block_scaled_mma_amd_pack_k.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_block_swizzle.mojo.test,generic,PASS,0,,,
//max/kernels/test/gpu/linalg:test_blockwise_fp8_1d2d_structured.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_blockwise_fp8_bk64.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_bulk_mma_pair_cta_sm100.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_cublaslt_scaled_mxfp8_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_cublaslt_scaled_nvfp4_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_fp8_gemv.mojo.test,apple,PASS,18,,,
//max/kernels/test/gpu/linalg:test_fused_silu_mxfp8_interleave.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_gemm_kernel.mojo.test,foreign,NO_STATUS,,,KERN-1377,
//max/kernels/test/gpu/linalg:test_gemm_kernel_new.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_gemm_mma_cpasync.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_gemv.mojo.test,excluded,EXCLUDED,,,MOCO-3587,FIXME: MOCO-3587 — Metal compilation failure
//max/kernels/test/gpu/linalg:test_gemv2.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/linalg:test_gemv_bf16.mojo.test,foreign,NO_STATUS,,,KERN-1377,
//max/kernels/test/gpu/linalg:test_gemv_multirow.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_gemv_tma.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_block_scaled_gemm_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_block_scaled_gemm_execution.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_block_scaled_gemm_nvfp4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_block_scaled_gemm_nvfp4_execution.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_1d1d_block_fp4_smoke.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_apple_fp8.mojo.test,apple,FAIL,15,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_dynamic_scaled_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_nvfp4_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_rowwise_scaled_fp8.mojo.test,excluded,EXCLUDED,,,MOCO-4405,FIXME: MOCO-4405 — Metal compile exceeds the 900s ceiling since the
//max/kernels/test/gpu/linalg:test_grouped_matmul_sm100_block_fp4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_sm100_blockwise_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_sm100_mxfp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_sm100_w4a8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_small_k.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_swiglu_mxfp8_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_swiglu_nvfp4_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_swiglu_nvfp4_interleave.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_tile_scheduler.mojo.test,excluded,EXCLUDED,,,,
//max/kernels/test/gpu/linalg:test_grouped_matmul_vendor.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/linalg:test_grouped_tile_scheduler.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_hipblaslt_scaled_mxfp4_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_linalg_matmul_gpu.mojo.test,excluded,EXCLUDED,,,MOCO-2366,FIXME: MOCO-2366
//max/kernels/test/gpu/linalg:test_lora_expand_qkv_sm100.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_lora_shrink_qkv_permute_3mn_sm100.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/linalg:test_matmul.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/linalg:test_matmul_amd.mojo.test,foreign,NO_STATUS,,,KERN-1377,
//max/kernels/test/gpu/linalg:test_matmul_custom.mojo.test,excluded,EXCLUDED,,,PRDT-506,FIXME: PRDT-506
//max/kernels/test/gpu/linalg:test_matmul_dispatch_tables.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/linalg:test_matmul_dispatching_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_pdl_race.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_selection_heuristic.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_bf16_1d_bias.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_bf16_bias.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_bf16_ctype_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_bf16_normal_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_bf16_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_blockwise_fp8_part_a.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_blockwise_fp8_part_b.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_fp32.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_fp32_1d_bias.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_1sm_fp8_normal_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_bf16_1d_bias.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_bf16_bias.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_bf16_ctype_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_bf16_normal_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_bf16_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_blockwise_fp8_part_a.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_blockwise_fp8_part_b.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_fp32.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_fp32_1d_bias.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_2sm_fp8_normal_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_1sm_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_1sm_bf16_ctype_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_2sm_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_2sm_bf16_ctype_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_block_scaled_mxfp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_block_scaled_mxfp8_1sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_block_scaled_mxfp8_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_block_scaled_nvfp4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_block_scaled_nvfp4_1sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_batched_block_scaled_nvfp4_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_1sm_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_2sm_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_small_bn.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_small_bn_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_small_bn_2sm_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_fp4_small_bn_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_mxfp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_mxfp8_1sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_mxfp8_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_mxfp8_small_bn.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_mxfp8_small_bn_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_mxfp8_small_bn_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_nvfp4_1sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_block_scaled_nvfp4_with_weight_prefetch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_blockwise_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_blockwise_fp8_smoke.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_fallback.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_fp32_precision.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_fp8_smallm_band_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_fused_bias_residual_dispatch.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_partial_n_tile_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_smoke.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_splitk_2sm_bf16.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_structured_quick.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_swapAB_epilogue.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_swiglu_1sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_swiglu_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_swiglu_bias_1sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm100_swiglu_bias_2sm.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_bf16.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_bf16_multicast.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_deepseek_scheduler.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_epilogue.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_fp8.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_hilbert.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_sm90_swapAB.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_matmul_tile_scheduler.mojo.test,excluded,EXCLUDED,,,MOCO-2405,FIXME: MOCO-2405
//max/kernels/test/gpu/linalg:test_matmul_tile_scheduler_sm100.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mfma_32x32x64_f8f6f4.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mma_ws_partial_sm100.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_multistage_gemm_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_multistage_gemm_kernel.mojo.test,excluded,EXCLUDED,,,,FIXME: long running on MacOS
//max/kernels/test/gpu/linalg:test_mx_split_k_epilogue_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_dequant_matmul_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_dequant_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_grouped_matmul_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_grouped_matmul_amd_kernels.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_matmul_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_matmul_amd_preb.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_moe_matmul_amd_routed.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_preshuffle_layouts.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp4_quant_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp6_dequant_smoke.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp6_grouped_matmul_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp6_grouped_matmul_amd_kernels.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp6_matmul_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp6_matmul_amd_preb.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp6_quant_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp8_matmul_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp8_matmul_amd_preb.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_mxfp8_quant_amd_geometry.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_naive_blockwise_fp8_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_ping_pong.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_ping_pong_shapes.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_pipeline_framework.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/linalg:test_pipeline_ldg.mojo.test,generic,PASS,1,,,
//max/kernels/test/gpu/linalg:test_router_gate_mixed_gemv_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_sm90_splitk.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_small_mn_gemms_row_oob.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_smallm_streaming_matmul.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_split_k_determinism_amd.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_split_k_reduce.mojo.test,excluded,EXCLUDED,,,MOCO-2411,FIXME: MOCO-2411 — bfloat16 numerical mismatch on Apple GPU
//max/kernels/test/gpu/linalg:test_stream_k.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_structured_kernel_components.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_im2col_unit.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_mma_sm100.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_mma_sm100_fp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_mma_sm100_fp8_cast.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_mma_sm100_mxfp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_pair_mma_sm100.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_pair_mma_sm100_mxfp8.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_wgmma.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/linalg:test_tma_wgmma_with_multicast.mojo.test,disabled-everywhere,NO_STATUS,,,KERN-2060,
//max/kernels/test/gpu/linalg:test_vendor_blas.mojo.test,foreign,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_apple_edge_masked_load.mojo.test,apple,PASS,3,,,
//max/kernels/test/gpu/memory:test_async_cpy_wait_group.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_buffer_io.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_copy_async.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_cp_async_bulk.mojo.test,generic,NO_STATUS,,,,
//max/kernels/test/gpu/memory:test_external_and_static_shared_mem.mojo.test,generic,PASS,2,,,
//max/kernels/test/gpu/memory:test_external_memory_callee_patterns.mojo.test,generic,PASS,3,,,
